hex9,value
8919694a67bffff,6700
89196b3044bffff,1733
89196ba0487ffff,6177
8919696a437ffff,5258
89196b96573ffff,1273
89196baa4afffff,4339
89196978a37ffff,7122
8919695908fffff,44
89196b85a2fffff,9646
89196b0685bffff,425
89196ba2c4fffff,557
891fa49647bffff,5098
89196bb1843ffff,832
89196ba7507ffff,5501
89196b06d9bffff,104
8919696ac3bffff,4747
8919694cb67ffff,1503
89196bb85a3ffff,6267
89196bba813ffff,8676
89196961673ffff,6914
89196b06887ffff,2179
89196ba283bffff,4284
89196ba9bb7ffff,2489
89196b32523ffff,3635
89196bba407ffff,6511
89196bbb58fffff,2972
89196bb09afffff,8051
89196b14dafffff,6468
89196978937ffff,5082
89196b06c0fffff,3513
89196b86067ffff,4302
89196969183ffff,1136
89196b86517ffff,52
89196b335dbffff,3229
89196ba7377ffff,3035
89196ba902bffff,9375
89196969d97ffff,5789
89196959607ffff,7911
89196b94853ffff,4475
89196bb605bffff,9120
891fa493423ffff,1042
89196baa5b7ffff,1263
8919694a103ffff,4235
89196bb222bffff,9649
89196bba4b3ffff,969
89196940e03ffff,3202
89196948a8bffff,2717
89196bb34b3ffff,3804
89196ba44a7ffff,1562
89196bbac2fffff,5238
89196b04d87ffff,1881
89196bb032fffff,88
89196bade8bffff,6668
89196b14d53ffff,6838
89196bb9e63ffff,674
89196ba13a7ffff,4247
89196bb934fffff,2898
8919694c0c7ffff,7152
891969686a3ffff,5915
89196b335b7ffff,3250
89196badab7ffff,9917
89196b9632fffff,1075
89196bada23ffff,5302
8919694a077ffff,6664
89196b0e973ffff,5584
89196bb59b7ffff,144
89196bb6e7bffff,1895
8919695957bffff,2576
89196979b07ffff,5378
8919694dc0bffff,7405
89196ba2c57ffff,489
89196b32bc3ffff,2449
89196b16ea7ffff,2413
89196bbb507ffff,6439
89196b04217ffff,9862
89196b86863ffff,5791
89196949ab3ffff,9929
89196bae8c7ffff,4106
89196b160cbffff,6317
89196b14a4fffff,1107
89196ba09b3ffff,5806
89196ba9d47ffff,7936
8919694b033ffff,3619
89196ba5873ffff,7049
89196bbb337ffff,315
891fa496693ffff,3798
89196bbb10bffff,3698
89196bae02fffff,547
89196bae0cbffff,9211
89196ba1cabffff,8738
89196bbb6d3ffff,6852
89196949827ffff,5677
89196948a2fffff,6300
89196b95903ffff,2694
891969493dbffff,9006
89196ba0c67ffff,5872
89196b3366bffff,851
89196941243ffff,629
89196ba2ea7ffff,8824
89196ba2547ffff,7142
8919694e2cbffff,7368
89196baf21bffff,573
89196b846b7ffff,9877
8919696b19bffff,7263
89196ba5983ffff,8376
89196ba8e0fffff,6919
89196bb2c6fffff,9289
891969431abffff,4723
8919694f363ffff,9200
89196bb4a8fffff,8830
8919694820fffff,8859
89196941e43ffff,1409
89196ba5acbffff,4322
891969495c3ffff,8306
8919696350bffff,5361
8919695b373ffff,6876
891fa496617ffff,4898
89196b96bafffff,1631
8919694d30bffff,7685
89196bb60dbffff,6095
89196b16c87ffff,9822
8919694f013ffff,2298
89196b94547ffff,3120
89196ba3407ffff,9997
89196b04323ffff,9028
89196baf4afffff,4694
89196b17163ffff,7378
89196945367ffff,696
89196b9416fffff,8665
89196b95b27ffff,639
89196969277ffff,5702
8919694d067ffff,1159
89196bad9cfffff,4126
89196b1426fffff,540
89196bb8e53ffff,6328
89196b0610bffff,7830
89196ba5987ffff,1008
8919696a67bffff,2446
8919694cd47ffff,7583
8919694189bffff,8311
89196ba2553ffff,6445
8919694a983ffff,9412
89196941bbbffff,3073
89196ba4bcbffff,6794
8919694a473ffff,4281
89196ba318bffff,9591
8919694d22fffff,4932
891969419cbffff,8289
89196b9699bffff,3353
89196bb6993ffff,7572
891969691b7ffff,3385
89196b8eda3ffff,468
89196ba931bffff,6659
8919696901bffff,8590
891969782dbffff,9480
89196ba2a53ffff,6455
89196bb644fffff,9991
89196baeb73ffff,8452
8919694b367ffff,9708
89196baa353ffff,8107
89196b05a77ffff,6588
89196ba8a17ffff,7358
89196bb809bffff,9508
89196ba9e17ffff,915
89196bb40bbffff,6746
89196ba0327ffff,778
8919696b497ffff,6150
8919695926bffff,748
8919694ac6fffff,356
89196bb5d6fffff,2172
8919697b17bffff,8433
891969594cbffff,1957
89196ba5173ffff,5047
89196bb936fffff,6432
89196b86b33ffff,6139
89196ba2307ffff,7742
8919694890fffff,7560
89196ba6b87ffff,7249
89196bb30b7ffff,518
89196978e37ffff,5550
89196b941bbffff,8753
89196baa8dbffff,4699
89196ba80a7ffff,1944
8919695b357ffff,1008
89196bb243bffff,9258
89196ba8a03ffff,4985
89196ba2a93ffff,8539
89196b85a93ffff,2509
8919694de0fffff,5298
89196948e07ffff,8853
89196b05b3bffff,315
89196b1691bffff,7909
89196ba19abffff,4062
8919694d067ffff,8185
89196b148a7ffff,7978
89196b16d0fffff,5728
8919694c2d3ffff,2506
89196b84117ffff,3390
89196bb8c87ffff,688
89196ba4d67ffff,9537
8919696340fffff,5002
891969451cbffff,220
8919694e5cbffff,2243
89196ba9ec7ffff,8028
89196b94c2bffff,6075
89196bb53abffff,9567
891969791d3ffff,6310
8919696b663ffff,516
89196b33053ffff,8028
89196b8713bffff,8237
89196bb759bffff,3964
89196b8516bffff,4388
89196bac19bffff,2465
89196b146b3ffff,3527
8919697b1d3ffff,3485
89196bad84fffff,1922
8919694f6d7ffff,8502
89196ba0603ffff,9046
89196961183ffff,881
89196ba1517ffff,9007
89196ba8133ffff,9541
89196bad157ffff,6699
89196bba347ffff,1536
89196bac04fffff,9299
89196bba957ffff,7769
8919696b623ffff,286
89196ba1e53ffff,4601
89196b3355bffff,4472
89196baf4c3ffff,7364
89196bba3c7ffff,3685
89196bad34fffff,5276
89196bb7493ffff,3397
89196ba62cbffff,6017
89196b866abffff,3218
89196969c43ffff,774
89196ba9e07ffff,4717
89196ba05d3ffff,4186
89196b94e8fffff,8913
8919694190bffff,2908
89196942a3bffff,2811
89196b84ccbffff,9118
89196ba26cfffff,9244
89196b85a73ffff,3550
89196bb4c6bffff,6555
8919696b343ffff,887
89196b32023ffff,8910
89196969e9bffff,1144
8919695b277ffff,7801
89196ba05dbffff,1747
89196ba5503ffff,4824
89196b06e73ffff,2178
89196b3201bffff,4603
89196b05d97ffff,801
89196ba4657ffff,7589
89196ba8197ffff,7186
89196b149cfffff,3516
89196b0484fffff,3377
89196bb598fffff,102
8919694ad27ffff,1434
8919696a347ffff,2849
89196bb531bffff,6376
89196bb743bffff,3302
89196969e47ffff,506
89196bb026bffff,6567
89196ba731bffff,1635
89196978c0fffff,8276
8919694e153ffff,9335
89196949babffff,798
891fa4974a3ffff,8689
8919696aeb3ffff,7845
89196ba0887ffff,2631
89196ba7287ffff,4879
89196ba32dbffff,5389
89196b14007ffff,4036
89196ba1c43ffff,6498
8919694d857ffff,1082
8919694c95bffff,9583
89196bae053ffff,956
89196baa17bffff,8414
89196bb590fffff,125
89196bb0313ffff,2461
89196b3a693ffff,4834
89196bad577ffff,4801
89196ba144bffff,6387
8919696a56fffff,2444
8919696a197ffff,2450
89196ba5a4fffff,7716
89196963367ffff,1775
89196ba8c2fffff,3978
89196bba463ffff,4607
89196bbb29bffff,4501
89196b84533ffff,7314
8919694f613ffff,4776
89196bab227ffff,6251
89196962343ffff,651
89196959b3bffff,3228
891969616c3ffff,1403
89196bb7537ffff,7270
89196baeedbffff,4084
89196baa5b7ffff,4745
89196baeed3ffff,3615
89196bb59afffff,388
89196bb8877ffff,1643
89196bac553ffff,5763
89196bb5933ffff,9924
8919696a2c7ffff,3917
89196b06427ffff,9583
89196942247ffff,1924
89196bbb50bffff,439
89196bb8e43ffff,8258
8919696866bffff,9831
89196ba15d7ffff,7793
89196b32d83ffff,1211
89196ba1eb3ffff,2155
89196b86a0bffff,889
89196ba964bffff,256
89196ba63cbffff,5106
89196b86137ffff,9918
89196b86e5bffff,2842
89196baf063ffff,6064
89196bb2223ffff,9652
89196bb22d7ffff,1571
89196bb9547ffff,7645
8919694eec7ffff,1831
8919694aacfffff,4075
89196bae967ffff,3827
89196bb3353ffff,5670
8919694d5d7ffff,2865
89196978a7bffff,1034
89196b8596bffff,4641
89196ba5b8bffff,7868
89196941d4fffff,2457
89196ba45d3ffff,6208
89196b8558fffff,7134
89196b86133ffff,3044
89196bac46bffff,5008
8919694cb57ffff,4973
89196ba63a7ffff,6777
89196bbb353ffff,3557
8919694054fffff,307
89196b848afffff,2178
8919696923bffff,7536
89196bb94a3ffff,6243
89196968397ffff,8672
89196941e97ffff,7199
89196bb2dafffff,709
89196bad96fffff,3239
89196ba68abffff,7273
8919694ac83ffff,3786
89196bad2b3ffff,9960
89196bb1c07ffff,3529
89196b32947ffff,4488
89196ba6edbffff,6633
89196ba06b7ffff,1188
89196baa90bffff,3074
8919694ea23ffff,9780
89196bb76a3ffff,8835
89196bad4a3ffff,6817
89196969d3bffff,8163
8919694a643ffff,6715
891969483b7ffff,7469
89196b16b87ffff,8403
89196bba0abffff,7139
89196ba09d3ffff,7676
89196ba2217ffff,4203
89196bb06dbffff,3020
89196b0593bffff,9378
89196ba5c77ffff,3216
89196bb9a07ffff,6459
89196b322c7ffff,128
8919694cd07ffff,8537
89196959053ffff,2886
891fa4960d7ffff,6203
89196949e87ffff,140
89196978973ffff,605
89196b96537ffff,4707
89196b96c03ffff,6498
89196ba21a7ffff,7327
89196bb3457ffff,7857
89196b14e2bffff,7619
891969589a7ffff,6859
89196b05c0bffff,4629
89196baa1cbffff,3780
89196948023ffff,2456
89196ba5c73ffff,5334
89196bad90fffff,4300
89196ba8c9bffff,243
89196bba627ffff,4658
89196bb9217ffff,9559
89196ba23a7ffff,6614
89196ba13b7ffff,4866
8919696843bffff,7822
89196ba6503ffff,560
8919694a1c3ffff,4744
89196961027ffff,5943
89196bb9aafffff,3095
89196bba847ffff,1842
89196bb1b6bffff,6472
89196b8600fffff,3292
89196948417ffff,553
8919694831bffff,9092
891969683d3ffff,5119
8919696b187ffff,9881
89196b941b3ffff,7895
8919696867bffff,5220
8919694c913ffff,1830
89196bbb24fffff,8559
89196bbb57bffff,9438
89196b17333ffff,2330
89196ba55afffff,6086
89196969c97ffff,7865
8919697b20fffff,6566
89196baead3ffff,9520
8919694aeafffff,8972
89196bacd2fffff,81
891969622b7ffff,5148
89196ba5d8fffff,8544
89196b8432bffff,5280
89196ba2c2fffff,1349
89196bae6cfffff,3646
89196b96a87ffff,4508
891969403b3ffff,2204
8919694ad0fffff,4519
8919694125bffff,3519
8919696a457ffff,6792
891969590c3ffff,1392
89196b86c5bffff,1852
89196978c23ffff,6682
89196961273ffff,4709
89196948533ffff,9801
891969494c7ffff,813
89196b84497ffff,5331
89196bb3573ffff,9692
89196b16a07ffff,6928
89196940c47ffff,5066
8919694e1a3ffff,5830
891969485bbffff,9426
89196bb6483ffff,7416
89196b86a3bffff,7251
89196bb624fffff,1962
89196bad967ffff,2439
89196960603ffff,7634
89196969a2fffff,7790
89196b32847ffff,2196
89196ba3003ffff,9932
8919694e2dbffff,244
89196b15d97ffff,1773
89196948e4fffff,7188
89196baa807ffff,5060
89196b84297ffff,8533
8919694a967ffff,4949
89196ba2177ffff,8195
89196b86393ffff,8956
89196b841a7ffff,7040
89196baab77ffff,4890
89196baeb4bffff,8641
89196bb1d13ffff,3025
89196b16a07ffff,1699
89196b1437bffff,6170
89196bb8533ffff,3005
8919696009bffff,2965
89196979e9bffff,1766
89196958b2bffff,6385
89196b96bcbffff,6619
891969400cbffff,8341
89196b84a13ffff,9027
89196ba2d6fffff,4863
8919694ecdbffff,4531
8919694ac6bffff,8089
89196bac3dbffff,2456
89196ba958bffff,7446
89196949097ffff,7376
8919694cec3ffff,4543
89196b861c7ffff,8315
89196bb6363ffff,2197
89196b86c73ffff,8231
89196bb6d2fffff,3631
89196bb4883ffff,3962
89196b364d3ffff,752
89196bb552fffff,8530
8919694cec7ffff,5863
891fa49668fffff,8519
89196943523ffff,423
89196ba9c0fffff,2284
89196949853ffff,5465
89196b065d3ffff,9683
89196bb614bffff,494
891fa492697ffff,7322
89196b96687ffff,7350
89196bae8a3ffff,1413
8919695944bffff,9291
89196979977ffff,4866
89196bb0387ffff,8691
891fa49664fffff,3087
8919696990bffff,8004
89196b96d47ffff,4547
89196948c17ffff,8017
8919696356bffff,1188
89196968e17ffff,1158
89196949d23ffff,3634
89196963257ffff,8562
89196941363ffff,3076
89196b84087ffff,8355
89196b945a7ffff,3563
89196bb5e0fffff,1415
8919696120bffff,1675
8919696b047ffff,7421
89196ba0cc7ffff,9246
89196bb319bffff,6832
8919694e24bffff,9204
89196bb8acbffff,4428
89196ba823bffff,7478
89196bae883ffff,9230
89196bb8837ffff,1545
89196968153ffff,6446
891969792cbffff,1364
89196b859bbffff,5188
8919697808fffff,8504
89196ba5d1bffff,2205
89196945327ffff,2734
89196ba880fffff,5529
89196ba4013ffff,5934
891969488cfffff,2737
89196942b4fffff,2836
89196bb243bffff,9701
8919694a03bffff,1826
89196ba40bbffff,2368
89196bb4443ffff,8067
89196b30007ffff,7261
89196b16c77ffff,758
8919694c95bffff,2046
8919696029bffff,6969
89196969e53ffff,9266
89196bb72a3ffff,6692
89196b14e27ffff,1036
89196bb9d83ffff,6470
89196ba220bffff,2938
89196baf4d7ffff,7111
8919694047bffff,3691
89196ba010fffff,9155
89196bba313ffff,9997
89196ba0edbffff,3804
8919694f4c7ffff,8841
89196bae6abffff,884
89196ba317bffff,5993
89196bb4453ffff,7453
89196ba7527ffff,2516
89196b16a73ffff,9979
89196ba8c0bffff,8195
8919694a65bffff,2710
8919696023bffff,8443
89196bad413ffff,9829
89196bb864fffff,4782
89196968323ffff,272
89196942373ffff,896
8919694ec73ffff,3285
8919697b1b7ffff,4988
89196ba33a3ffff,6865
8919694814fffff,7027
89196bab143ffff,3899
89196ba190fffff,5155
89196b86e37ffff,5367
8919694f02bffff,5846
89196bb61cfffff,2581
89196bb60d3ffff,2093
89196b863a3ffff,9382
89196b061a7ffff,898
89196bbaba7ffff,2894
89196b8437bffff,4821
89196bb228bffff,8225
89196bb64c7ffff,4370
89196b3664bffff,3558
8919697a8bbffff,8833
89196bb9407ffff,1364
89196b94e87ffff,2661
89196b3202fffff,7474
89196959637ffff,8898
8919696118fffff,4261
89196ba8e93ffff,7810
89196bae257ffff,5407
891fa496037ffff,3388
89196b84893ffff,5603
891969799d7ffff,6213
89196b329d7ffff,9603
8919694d31bffff,2918
89196b8edb7ffff,3389
89196ba2357ffff,1911
89196969323ffff,8229
89196ba9d67ffff,2038
89196bac19bffff,1924
8919694999bffff,816
89196bb99cbffff,6427
89196ba90a7ffff,2675
89196978547ffff,5689
89196ba01abffff,4188
89196b04c0bffff,5357
89196b060d3ffff,1489
89196ba6657ffff,7131
89196ba742bffff,9273
89196bb0dbbffff,4664
89196969333ffff,9153
89196979aabffff,8314
89196bac557ffff,5684
8919694d887ffff,3348
89196ba0873ffff,4885
89196bb93cbffff,6104
89196bb7123ffff,4435
8919694c6cbffff,7356
8919694ca77ffff,3537
89196b96577ffff,7058
89196968393ffff,5614
8919695966fffff,7225
89196978c6bffff,9762
8919696a437ffff,7552
89196bb73a7ffff,7092
8919694e2dbffff,891
8919694c627ffff,3720
89196bbaad3ffff,1385
89196b36483ffff,1806
89196ba8817ffff,8614
8919696350fffff,3694
89196b05813ffff,7369
8919694e893ffff,3166
89196bac813ffff,5387
89196bb1563ffff,5030
8919697a26fffff,6062
89196bb09c3ffff,460
89196bb8ed3ffff,4581
89196b961a3ffff,6670
891969488d3ffff,9138
8919694c573ffff,302
89196bb9c83ffff,894
89196ba31abffff,9447
89196bb892fffff,8692
89196bb718fffff,297
89196b85b43ffff,5782
89196b145b7ffff,4914
89196bb363bffff,8704
89196b14487ffff,9904
89196bb498bffff,4959
89196948367ffff,1640
89196b05da3ffff,9880
89196b14013ffff,338
8919696a88bffff,7918
89196b8660fffff,817
89196b1414fffff,5148
89196b94c13ffff,9533
891969411afffff,3
8919697b033ffff,9207
8919694aecfffff,3550
89196940e2bffff,1267
89196ba8233ffff,3887
89196bb8317ffff,9579
89196940e83ffff,5035
89196968677ffff,4299
89196b1589bffff,7903
89196ba813bffff,2833
89196b85a8fffff,985
89196baad6bffff,7722
89196b85a53ffff,6330
8919696b213ffff,2103
89196b85903ffff,7432
89196bb5013ffff,2793
8919697aabbffff,7185
8919696948bffff,2275
8919694236bffff,6582
89196b86d53ffff,234
89196bbaaa7ffff,5577
89196ba9093ffff,1352
891fa49244bffff,1598
89196bb6307ffff,6154
8919697928bffff,3258
89196948c4fffff,4712
89196ba0d4fffff,1272
8919694b22fffff,2743
89196949a6fffff,6859
89196ba494fffff,8482
89196ba34c3ffff,333
8919695924bffff,8090
891fa4964c7ffff,5546
89196948333ffff,6738
8919696323bffff,515
89196b16ca7ffff,1367
89196bac3abffff,4919
89196bb0c03ffff,4303
89196b16213ffff,4165
89196bb6c8fffff,7429
89196b8494bffff,991
89196ba12c3ffff,9415
89196bb4677ffff,5211
8919696a00bffff,337
8919697946fffff,7764
89196ba025bffff,5121
89196968a73ffff,113
89196949443ffff,6443
8919696128fffff,1208
8919694de43ffff,2299
89196ba084bffff,8199
89196baa2dbffff,418
89196bb54afffff,7262
8919696961bffff,1936
