hex9,value
89196b32e8fffff,9091
8919696acc7ffff,918
89196ba62b3ffff,5242
89196bace6fffff,9485
89196961207ffff,450
89196bb008bffff,4154
89196b86973ffff,8689
8919682d92fffff,6863
89196963443ffff,7102
8919696264fffff,9902
8919696a0abffff,9772
89196b0414fffff,6323
89196bb883bffff,9298
89196b14da7ffff,3374
89196b16017ffff,363
89196bb09afffff,6433
89196ba16afffff,1109
89196bae5dbffff,3042
89196bb2d17ffff,29
89196b84b6bffff,4430
89196968017ffff,5
89196ba8477ffff,593
89196bae6bbffff,378
89196bb688fffff,9794
89196bad26bffff,1551
89196bb8b2fffff,3818
8919697b24bffff,5145
89196b849b7ffff,6642
89196b32d0fffff,1491
89196b06b6fffff,4576
89196b05dc3ffff,5335
89196b86683ffff,7618
8919696b123ffff,4618
89196b95d07ffff,9856
89196bb1307ffff,485
89196943257ffff,9232
89196b16b8bffff,7159
89196bb8c73ffff,2543
89196941c2bffff,3007
89196978a8bffff,5760
89196bb9e13ffff,480
891969600c3ffff,7982
89196b326bbffff,8695
89196ba82afffff,9791
89196b96967ffff,6889
89196bb5923ffff,9646
89196ba0853ffff,9279
89196ba6d43ffff,1354
8919694948fffff,7419
89196b14237ffff,2771
89196bb26b7ffff,9725
89196978b13ffff,4825
89196ba88a7ffff,1138
89196b32c3bffff,110
89196ba2593ffff,7360
8919697a8a3ffff,5184
89196ba2407ffff,754
89196ba5d8bffff,9446
89196b04ea7ffff,478
89196ba62dbffff,4135
89196978447ffff,4974
8919694964bffff,9540
8919694eb07ffff,1015
89196baa113ffff,3079
89196ba0d67ffff,3915
8919694cb0fffff,6709
89196baf26fffff,2408
89196948bcbffff,3252
89196949b6fffff,9041
89196ba9c8fffff,5774
89196940e3bffff,7026
891fa4922d7ffff,3096
89196b85cb3ffff,3698
891969415a3ffff,3924
8919694ed33ffff,5247
89196bbb1d7ffff,7112
89196bb2e8fffff,7400
8919694eb67ffff,3023
89196bb29b7ffff,4473
8919694a6d3ffff,5683
8919694a3cfffff,3844
89196bb9447ffff,504
8919696266fffff,2614
89196959417ffff,1471
89196bb1e9bffff,4100
89196968a9bffff,9094
89196bae45bffff,5389
89196bb24d3ffff,3765
89196b33183ffff,7704
89196baaabbffff,2905
89196959a07ffff,8765
89196b86e6fffff,4213
89196b14357ffff,2320
8919694d0d3ffff,62
8919696ad8fffff,3929
89196ba1863ffff,5641
89196ba3533ffff,2075
89196ba426fffff,6975
89196949577ffff,3013
89196ba0e77ffff,6358
8919697ab8bffff,6699
89196bab62fffff,723
89196bb506fffff,6774
89196bba927ffff,1644
89196940153ffff,4160
891969693afffff,6556
89196ba8853ffff,9132
8919694db93ffff,8508
89196b1462fffff,7886
89196b14ddbffff,1267
89196bac24fffff,5478
89196ba95a3ffff,108
8919695943bffff,4852
891969699afffff,671
89196baf6abffff,9345
89196b96b23ffff,7756
89196ba520bffff,3027
89196b32843ffff,478
89196ba55b3ffff,4198
89196b86107ffff,6932
8919694c873ffff,2364
89196bbac53ffff,1818
89196bbb32fffff,126
89196962e6fffff,268
8919694cc4bffff,2817
89196ba4177ffff,8630
8919696321bffff,1623
8919694c99bffff,3714
89196bbb623ffff,7807
89196b941bbffff,2474
891969616cbffff,6783
89196baea8fffff,7015
89196b165c7ffff,768
89196ba4273ffff,5626
8919696ae47ffff,9881
89196948477ffff,210
8919694a02bffff,4469
8919697b077ffff,4048
89196ba1243ffff,2573
89196ba54b3ffff,5911
8919694008bffff,4591
89196ba599bffff,9547
891969789abffff,4491
8919696a02bffff,5669
89196bb9a83ffff,8464
89196bb15dbffff,5033
89196ba490bffff,8420
89196bac243ffff,5111
89196ba6e0fffff,8545
89196bb032fffff,8890
89196b16987ffff,6248
89196bac373ffff,4417
89196ba548bffff,2751
89196ba61b3ffff,5191
89196bb2553ffff,4132
89196bae5a3ffff,9778
89196b945c3ffff,8241
89196ba5453ffff,8206
8919695903bffff,790
89196963673ffff,6688
89196bb086fffff,4347
89196b05ac3ffff,6213
89196bad87bffff,1449
89196bb880bffff,5918
89196baddd3ffff,9602
89196ba48c7ffff,6937
89196bab2cbffff,1859
89196ba6d87ffff,2529
89196b14abbffff,609
89196bb4393ffff,6467
89196b30693ffff,3641
891969453b7ffff,8487
89196b041d3ffff,681
8919694d88fffff,312
89196bb6d43ffff,8747
89196bb6d0bffff,5712
89196b85c23ffff,4985
89196b06327ffff,8206
89196b0585bffff,7382
89196bad247ffff,512
89196b86547ffff,6136
89196ba2843ffff,6441
89196baac2fffff,9181
89196b05a83ffff,9322
89196968013ffff,3483
89196bb5b43ffff,4245
891fa493513ffff,604
891fa4924abffff,405
8919694f08bffff,4394
89196b1625bffff,1211
89196bb2557ffff,6004
8919694944bffff,5493
8919697b393ffff,5672
89196ba9e83ffff,9673
89196bb0417ffff,4914
89196ba1d0fffff,5581
89196ba0d5bffff,2444
89196940007ffff,1069
89196978833ffff,2350
89196b86c13ffff,1846
89196bb915bffff,4124
89196bba49bffff,9205
89196ba88a7ffff,1864
89196baee0bffff,5494
89196969bc3ffff,4370
8919695954bffff,7081
89196bb7203ffff,1124
89196b328a3ffff,3155
89196bb580bffff,7123
89196bb1aabffff,1295
89196b16da7ffff,3319
89196b05e0bffff,3773
89196ba9557ffff,7217
89196bb2497ffff,7356
89196b32ac3ffff,7157
89196bb580bffff,8039
89196baedabffff,7983
89196ba72c3ffff,2336
89196b84d57ffff,487
89196b94d4fffff,3605
89196ba93dbffff,5856
89196bb48cbffff,3798
89196baadcbffff,3983
8919694a07bffff,3599
89196ba434fffff,3925
891fa492483ffff,1054
8919694b0d7ffff,8922
89196b149b3ffff,4771
89196b32447ffff,4526
89196968e03ffff,2698
89196bb5503ffff,6987
89196b065a3ffff,4335
89196943387ffff,5335
891fa49243bffff,8130
89196b060bbffff,9752
89196ba9ecfffff,4710
89196baa857ffff,6507
8919696958bffff,4577
89196b06d2bffff,7679
89196b3b457ffff,5373
8919696a22bffff,964
89196bb420fffff,2171
89196940e47ffff,6011
89196bba07bffff,8925
89196bb3413ffff,5549
89196bb7427ffff,3975
8919694d0cbffff,5338
8919696935bffff,8406
89196ba348bffff,6767
89196b95d03ffff,6726
89196ba4dafffff,1667
8919696b09bffff,6740
89196bbabd7ffff,2131
89196bb9b8fffff,3577
89196b96ebbffff,7053
89196959223ffff,2544
89196969267ffff,3627
8919694e0cbffff,509
89196979497ffff,9725
89196bb8ec3ffff,4573
89196978ad7ffff,2015
8919697968fffff,8419
89196968557ffff,9434
89196b3308fffff,2996
8919696314bffff,482
89196b86617ffff,3122
891fa492637ffff,897
8919696b34fffff,8514
89196bb0a63ffff,3467
89196b304abffff,4024
89196979a8bffff,4814
89196b85b0fffff,1033
89196bac877ffff,7592
89196bb5463ffff,7768
89196bb206bffff,2463
89196bba52bffff,8262
89196968587ffff,52
891fa4922c7ffff,8066
89196bba44bffff,6824
89196baf61bffff,1800
89196948373ffff,2136
89196bb6c83ffff,3234
89196bb8bb3ffff,9371
89196ba9817ffff,1229
89196b069abffff,6881
89196bb9187ffff,8988
89196bbb0bbffff,8351
8919697824fffff,6206
89196bb91c3ffff,1496
89196baeb9bffff,5636
89196bb993bffff,9882
891fa496127ffff,7980
8919694d983ffff,3770
89196bb85dbffff,3938
89196941dcfffff,1749
89196b30597ffff,2304
89196bb2893ffff,6159
89196979bc3ffff,703
89196ba01c7ffff,2089
89196941323ffff,3378
89196ba48a7ffff,827
89196963017ffff,9358
89196ba540bffff,2453
89196b16833ffff,4258
89196ba0da7ffff,2747
891fa492553ffff,7966
89196b94edbffff,5371
8919697abafffff,568
89196bb250fffff,8030
89196baa6d7ffff,7994
89196bac093ffff,7983
89196b05c13ffff,518
89196b05d8fffff,4038
89196baa43bffff,7340
89196b04d87ffff,1197
89196bb264bffff,8003
89196ba8aa7ffff,8795
89196ba20c7ffff,6289
89196ba1a77ffff,8825
89196ba250bffff,2800
89196bb1d2fffff,9128
89196b8400bffff,3346
8919696a597ffff,6374
89196bad2afffff,7693
89196bb0a0fffff,3781
89196bb2d73ffff,1617
89196ba1a63ffff,4459
89196bb911bffff,55
89196bb6cabffff,9870
891969480b3ffff,6293
89196978317ffff,2340
89196978e1bffff,4854
89196b0443bffff,1411
89196959667ffff,3596
89196b86033ffff,1314
89196badb67ffff,5403
89196bb23bbffff,8705
89196ba001bffff,1592
8919694f4d3ffff,7081
891969592a3ffff,7116
89196b86d6bffff,4018
89196bb056fffff,4831
89196bb94bbffff,6346
89196b944a3ffff,1868
89196bb931bffff,9750
89196b94b53ffff,630
89196b96167ffff,1840
89196bbb0c3ffff,2136
8919697b313ffff,7328
89196b86babffff,8167
89196bbac53ffff,8923
89196b16cc3ffff,155
891fa496c8bffff,4145
89196bb66afffff,6597
8919696912bffff,3403
89196b968d3ffff,241
89196bb8aa7ffff,436
89196968423ffff,6702
89196b36053ffff,4082
8919696ac73ffff,5456
89196948b33ffff,3079
89196968273ffff,7425
89196ba1e53ffff,6255
891fa4934b7ffff,1057
89196bb229bffff,1876
8919694b21bffff,1679
89196bac4abffff,4014
89196baca1bffff,3300
89196b8636fffff,9653
89196b95933ffff,9603
89196bad3c7ffff,4171
8919696a5afffff,1246
89196bb1067ffff,5316
8919697944fffff,2819
89196bb601bffff,5310
89196b8580fffff,6486
89196b1494bffff,3335
89196b86353ffff,9700
8919696b297ffff,1901
89196b94997ffff,6648
89196940b0bffff,4115
89196bb1d13ffff,2651
89196bb5467ffff,2829
8919694e00bffff,2047
89196ba535bffff,8655
8919697b193ffff,6384
89196bb5953ffff,1715
89196ba84b3ffff,763
89196bb4227ffff,8256
8919694e653ffff,9750
89196bb41cfffff,8135
89196bb9c7bffff,9709
89196baa97bffff,2117
8919696a5d7ffff,2753
8919694cc97ffff,8768
89196b364b7ffff,9846
89196b33663ffff,2145
8919694a57bffff,1054
89196b148cbffff,8478
89196bb2b93ffff,5039
89196b06e5bffff,1336
89196ba0023ffff,711
89196bacddbffff,5879
89196bb3083ffff,1204
89196b329b3ffff,9299
89196b863abffff,3096
891969491dbffff,4633
8919695892bffff,7043
89196bba947ffff,4817
89196bad37bffff,2383
89196ba94a7ffff,3378
89196979c6fffff,2353
8919694f457ffff,8935
89196b36567ffff,1521
89196b171c7ffff,1163
89196979c87ffff,2171
8919694d8c7ffff,3587
89196bb3113ffff,2981
89196baa42bffff,7176
891969401c3ffff,6134
89196badb23ffff,8865
89196bac513ffff,664
89196ba726fffff,1543
89196bb2d47ffff,7241
89196bb41d7ffff,5269
89196b0413bffff,539
8919694c263ffff,9127
89196badb6fffff,5773
89196979bd3ffff,6162
8919696b0d7ffff,1405
89196949ba3ffff,2377
89196bb030bffff,9179
8919696a203ffff,7303
89196bb9157ffff,3658
89196949e57ffff,289
89196bbab17ffff,4604
89196bb664fffff,6747
89196baa8c3ffff,6574
89196bac57bffff,978
891fa496c9bffff,8700
891fa493493ffff,1795
89196baddcfffff,7792
891969690d7ffff,8159
8919694f31bffff,1150
89196b32bd7ffff,4871
89196941d0bffff,7055
89196bb834fffff,9329
89196ba04abffff,2072
89196ba20b3ffff,746
89196baa0cbffff,2609
8919694e1d3ffff,5914
89196b14e9bffff,9398
89196bb6477ffff,5971
8919696a39bffff,9064
89196bb4e33ffff,7058
89196b06827ffff,8158
89196968233ffff,234
89196941dcfffff,192
89196ba44d3ffff,9166
89196bac3d3ffff,212
89196b144d7ffff,9335
89196ba4187ffff,4097
89196b32c83ffff,1076
8919694e477ffff,4270
891969636cbffff,3461
89196bac9abffff,1946
89196b1680bffff,4475
89196bb33b7ffff,797
89196959243ffff,9345
89196b16d03ffff,9386
8919694a667ffff,1282
89196baac43ffff,1855
89196bac0abffff,2080
89196bab603ffff,5860
89196baab17ffff,6476
8919694a607ffff,6265
89196ba9367ffff,6830
89196bb63a7ffff,9068
89196bb10c7ffff,2901
89196ba4c63ffff,5986
89196b14e73ffff,4620
89196b30473ffff,2739
89196968e17ffff,6743
89196bb35bbffff,4074
89196bb6e97ffff,4333
8919694832fffff,7789
89196958d0fffff,7899
89196b8e947ffff,4844
89196ba3593ffff,1074
8919694808bffff,9194
89196ba04b3ffff,9401
891fa496407ffff,537
89196958bcbffff,2430
8919694ca53ffff,8843
89196bb1d5bffff,5711
8919696b08fffff,8171
8919694e39bffff,5193
89196bb5993ffff,2560
89196bb4687ffff,2195
89196bb5857ffff,9900
89196960523ffff,3813
89196ba860bffff,1536
89196bb151bffff,3342
89196b329afffff,148
89196bae3a7ffff,2917
891969786afffff,4974
89196b16ab3ffff,7604
89196ba22c7ffff,6558
8919694b52fffff,4878
89196969b8bffff,2758
89196bade83ffff,8642
891969795b7ffff,4981
891969489d3ffff,4341
89196b32d2fffff,6992
89196ba465bffff,4841
89196b3664fffff,6425
89196978a43ffff,3266
89196b85173ffff,662
89196bae163ffff,9730
89196949387ffff,1867
89196bb32cbffff,9008
89196979e9bffff,9059
89196bb25dbffff,1137
8919694831bffff,1138
8919694b61bffff,5140
8919696a813ffff,2898
89196bb4097ffff,1794
89196961217ffff,9915
8919696a41bffff,5799
89196bb18a3ffff,9657
89196bad93bffff,3709
89196b94837ffff,1394
89196940977ffff,7093
89196979ba3ffff,4493
8919694948fffff,3183
8919696b2abffff,2049
89196ba0697ffff,5042
89196b846abffff,5632
89196ba4a03ffff,9379
8919694c447ffff,1433
89196b86283ffff,589
89196b165d3ffff,1410
89196bb1c57ffff,9763
89196b045dbffff,9701
89196baa53bffff,1969
89196941057ffff,293
89196969653ffff,5420
89196b32037ffff,9003
89196bb48c7ffff,1973
89196b871b3ffff,6773
89196ba658bffff,6339
89196baf517ffff,6396
89196bbb4c7ffff,5763
89196941137ffff,3693
89196b845a3ffff,4754
89196bb2babffff,6036
89196968337ffff,6185
8919694188fffff,7494
89196bb226fffff,2609
89196bb0e2bffff,434
89196948a63ffff,6077
89196b85597ffff,3434
89196bac3bbffff,2132
89196ba49a3ffff,5540
89196ba5013ffff,8
8919694a383ffff,7766
891969699dbffff,2302
8919694a863ffff,1029
89196badd03ffff,4745
89196bb9ecfffff,4895
89196941b3bffff,5365
89196941247ffff,7030
8919697b653ffff,5750
891969494c3ffff,1094
89196bb8337ffff,9538
89196b06b13ffff,3875
89196b96e53ffff,3519
89196bb8e23ffff,1825
89196ba2e6bffff,1665
89196b8483bffff,8087
8919697b2c7ffff,5064
89196bb625bffff,4908
8919696b327ffff,4660
89196b05a27ffff,9239
89196ba3697ffff,5446
89196b3361bffff,3578
8919696a14bffff,9223
89196978ba3ffff,3426
89196962a4fffff,336
89196b0616fffff,6254
89196bb0353ffff,5591
8919696a687ffff,6407
89196b04293ffff,3217
89196b32527ffff,5640
8919694e867ffff,8968
89196bb0913ffff,7046
89196b32d5bffff,2551
89196bb938bffff,3148
89196969367ffff,4111
89196958957ffff,4823
89196969363ffff,1661
89196ba85cfffff,4141
89196941e0fffff,8276
89196961527ffff,5069
89196941383ffff,8041
89196ba33a3ffff,1832
89196b0438fffff,2345
89196968ed3ffff,5979
89196958823ffff,381
8919695950bffff,6293
89196b0416bffff,8097
89196b843cbffff,4786
8919694a373ffff,9586
89196bb2b43ffff,7959
89196bb48afffff,4449
8919696a1c3ffff,5096
89196bbb107ffff,6630
89196bbb377ffff,4615
89196bae90bffff,2068
89196969e47ffff,2396
89196ba4143ffff,8426
89196bbaccbffff,2900
89196bbb46bffff,2828
8919694938fffff,8967
89196ba464fffff,626
89196ba4c6bffff,7145
89196bb8097ffff,4058
89196bb2d73ffff,4638
8919697b54fffff,6705
89196bb3533ffff,4363
89196bb8a63ffff,4694
8919694a99bffff,373
89196963003ffff,6153
89196b32913ffff,9338
89196bab233ffff,8165
89196940603ffff,959
89196bb74afffff,2189
89196baac27ffff,3129
891969634d7ffff,8395
89196ba1b5bffff,5557
89196945277ffff,797
89196ba6b47ffff,6960
89196bb1a07ffff,5236
89196941273ffff,7854
89196baa9cbffff,237
89196979aafffff,2855
89196940bb3ffff,5679
89196bb0993ffff,5681
89196ba648bffff,7361
8919694cc0fffff,1951
8919694a93bffff,6342
89196bb70abffff,3915
89196ba41b7ffff,652
89196ba0297ffff,2117
89196949247ffff,6330
89196b04337ffff,4250
89196bbac3bffff,5392
89196941e37ffff,3252
89196b9638fffff,1603
89196959b67ffff,942
89196bb7007ffff,5854
89196baa1afffff,6686
89196969d07ffff,8637
89196b96ac3ffff,3620
89196ba881bffff,135
89196ba43b7ffff,3241
89196bb6bbbffff,8303
89196942e7bffff,9325
89196ba61b3ffff,9199
891fa492d13ffff,3948
89196979ca7ffff,421
89196bbb383ffff,3798
89196b1494bffff,5973
89196b86903ffff,2287
89196948623ffff,6436
89196bb9347ffff,7421
89196b16217ffff,9700
89196bb01afffff,2881
89196bb54bbffff,5490
89196b94193ffff,7789
89196ba6a3bffff,2478
89196b3303bffff,9513
89196b16cb7ffff,5590
89196b32287ffff,5561
